days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,recommended_product,label
101.6,1.957,8000.0,7628.86,0.954,0,0,9473.25,cash,0
82.7,1.403,18187.53,15263.76,0.839,0,0,12710.05,grant,0
39.1,1.182,11231.24,3740.87,0.333,1,0,30227.47,cash,0
71.0,2.458,27960.9,10940.24,0.391,0,0,10085.93,bnpl,0
99.9,2.027,8000.0,4525.55,0.566,1,0,803.37,micro_credit,0
89.6,1.689,16016.86,6248.94,0.39,0,0,-5000.0,bnpl,0
96.5,1.318,8000.0,13092.37,1.637,0,0,26277.16,micro_credit,0
71.9,1.422,9212.23,9859.39,1.07,0,0,-5000.0,cash,0
57.1,1.696,11438.67,13259.01,1.159,0,0,-5000.0,grant,0
70.5,0.94,10724.8,26525.76,2.473,1,0,-5000.0,bnpl,1
60.4,1.642,17392.24,9447.23,0.543,1,1,-460.51,grant,0
25.8,1.579,24808.32,14080.51,0.568,0,0,11598.98,bnpl,0
83.1,1.547,8000.0,19011.59,2.376,0,0,16063.71,micro_credit,0
75.4,1.277,17793.32,17423.7,0.979,0,1,2047.42,grant,0
100.0,1.411,8000.0,7959.83,0.995,0,0,-5000.0,micro_credit,0
86.8,1.037,8000.0,3860.02,0.483,0,0,10450.75,grant,0
71.2,1.459,8000.0,6344.04,0.793,0,0,20358.66,cash,0
61.2,1.639,8000.0,13354.18,1.669,0,0,35459.0,bnpl,0
89.7,1.435,11111.54,10589.67,0.953,0,1,12141.84,grant,0
66.9,1.504,10888.28,6999.91,0.643,0,0,-5000.0,bnpl,0
40.3,1.102,8000.0,13196.47,1.65,0,0,-4070.18,bnpl,1
87.8,1.56,8000.0,17330.73,2.166,0,0,26594.38,micro_credit,0
50.2,1.668,8000.0,12755.51,1.594,0,1,-5000.0,cash,0
30.2,1.443,9361.14,9713.54,1.038,1,0,-5000.0,bnpl,1
65.0,1.625,9699.19,13364.75,1.378,0,0,-62.07,bnpl,0
104.3,1.221,12325.21,23156.72,1.879,1,0,20656.35,cash,1
69.9,1.402,15775.91,5526.8,0.35,0,0,-5000.0,bnpl,0
65.1,1.897,11741.62,7098.05,0.605,1,0,6414.46,micro_credit,0
59.6,1.351,15375.03,5684.74,0.37,0,0,40958.06,bnpl,0
95.7,1.855,8035.92,11131.48,1.385,0,0,-5000.0,micro_credit,0
61.9,1.688,17733.81,6575.22,0.371,1,0,5420.89,micro_credit,0
71.2,1.159,12914.52,8117.73,0.629,0,0,8482.97,cash,0
63.7,1.329,9865.8,10736.61,1.088,0,0,5306.56,bnpl,0
56.8,1.639,20829.55,13055.15,0.627,0,0,29930.13,grant,0
40.2,1.594,8000.0,5365.21,0.671,1,0,-1308.69,grant,0
104.8,1.816,11040.79,5203.13,0.471,1,0,8466.95,grant,0
82.5,1.599,8000.0,7408.07,0.926,0,0,10846.6,cash,0
88.4,0.935,9200.79,13077.87,1.421,0,0,27293.02,micro_credit,0
92.3,1.713,8000.0,4232.71,0.529,0,1,4925.05,grant,0
100.0,1.94,13626.16,15308.1,1.123,0,0,18833.51,grant,0
61.1,1.514,20974.89,7198.25,0.343,0,0,41066.02,grant,0
66.9,1.921,8000.0,16684.7,2.086,0,0,-1261.86,grant,0
39.6,1.611,15588.09,7595.28,0.487,0,0,-5000.0,grant,0
72.7,1.526,12666.85,20379.34,1.609,0,0,10930.53,bnpl,0
121.4,1.613,8468.49,4982.26,0.588,1,0,7272.13,grant,0
66.6,1.819,12186.91,6319.19,0.519,0,0,15100.58,cash,0
91.8,1.978,14755.58,18369.84,1.245,0,0,13081.55,micro_credit,0
84.7,1.9,8000.0,9974.71,1.247,1,0,-1906.24,grant,0
84.5,1.894,8000.0,3246.5,0.406,1,0,4580.03,micro_credit,0
97.8,1.701,12000.26,10363.07,0.864,0,0,-5000.0,grant,0
87.9,1.316,26445.56,16544.0,0.626,1,1,1548.33,bnpl,0
59.7,1.524,8885.93,22342.78,2.514,0,0,15355.49,cash,0
56.7,2.079,10119.19,18450.78,1.823,0,0,1051.92,cash,0
84.1,1.637,8000.0,36621.89,4.578,0,1,35231.6,grant,0
65.1,1.241,11572.68,12678.76,1.096,1,0,18402.04,bnpl,0
79.8,1.692,18982.78,16522.14,0.87,0,0,-5000.0,grant,0
109.1,2.009,40881.2,6516.41,0.159,0,0,16371.88,grant,0
22.9,1.705,8000.0,34818.19,4.352,1,0,-1943.07,cash,1
32.8,1.418,8000.0,18271.63,2.284,0,0,-5000.0,micro_credit,1
75.7,0.968,8568.65,29847.55,3.483,0,0,18491.66,cash,1
53.4,1.541,9977.7,15676.95,1.571,0,1,-5000.0,cash,0
89.8,0.8,8000.0,9241.41,1.155,0,0,23399.88,bnpl,0
75.6,1.156,8000.0,13484.2,1.686,0,0,10576.79,bnpl,0
60.5,1.415,13538.27,9093.08,0.672,0,0,10414.36,cash,0
129.2,1.151,8000.0,18601.07,2.325,0,1,-215.58,cash,0
67.0,1.331,8805.13,29120.45,3.307,0,0,26438.31,bnpl,0
96.6,1.153,8000.0,2536.41,0.317,1,0,-2568.85,micro_credit,0
98.9,1.695,8958.15,11941.02,1.333,0,0,-399.94,grant,0
80.1,1.764,8000.0,14254.19,1.782,0,0,28783.83,bnpl,0
64.6,1.746,35122.4,11414.18,0.325,0,0,19079.53,cash,0
56.5,1.601,12174.78,13455.77,1.105,0,0,-5000.0,bnpl,0
80.2,1.959,12111.2,20518.72,1.694,1,0,7733.78,grant,0
93.7,1.628,8000.0,14402.92,1.8,0,0,-5000.0,bnpl,0
59.2,1.603,11313.59,6285.01,0.556,1,0,30971.74,grant,0
89.3,1.353,8000.0,11162.36,1.395,0,1,3973.01,micro_credit,0
77.8,1.448,8000.0,9763.53,1.22,0,0,6498.86,grant,0
90.8,1.355,21065.75,4224.25,0.201,0,1,35601.01,bnpl,0
69.4,1.791,10259.0,22623.75,2.205,0,0,5027.48,bnpl,0
47.5,1.948,9404.41,13654.95,1.452,0,0,34225.53,grant,0
49.2,1.717,8000.0,11240.82,1.405,0,0,13301.02,grant,0
37.5,1.332,18178.28,19680.92,1.083,0,0,10872.49,grant,1
81.1,1.468,18223.41,10827.08,0.594,1,1,16173.16,bnpl,0
103.7,1.332,19959.39,5209.54,0.261,0,0,41333.56,cash,0
65.7,1.482,8000.0,9413.15,1.177,0,0,-5000.0,grant,0
59.8,1.512,15229.75,13550.54,0.89,0,1,17538.18,micro_credit,0
47.6,1.303,22235.07,8067.83,0.363,1,0,41811.75,cash,0
68.9,1.551,16021.14,24331.83,1.519,0,1,10005.37,cash,0
65.3,1.534,11522.78,19736.34,1.713,1,0,12076.14,cash,0
90.5,2.009,11749.77,14348.62,1.221,0,0,-5000.0,bnpl,0
15.0,1.659,9483.69,9107.65,0.96,1,0,16383.54,grant,0
73.5,1.866,10288.17,8015.98,0.779,1,1,29822.99,micro_credit,0
69.6,1.697,8000.0,8455.69,1.057,1,0,13515.03,micro_credit,0
75.3,1.684,8770.15,4402.83,0.502,0,1,4210.07,bnpl,0
94.8,1.467,8858.45,20795.82,2.348,0,0,-815.52,micro_credit,0
36.4,1.505,8000.0,7105.07,0.888,0,0,8843.19,grant,0
87.3,1.547,11363.27,32773.46,2.884,0,0,5828.18,micro_credit,0
82.0,1.407,8000.0,8763.06,1.095,0,1,3382.35,micro_credit,0
84.0,2.208,8000.0,9612.85,1.202,0,0,10863.79,bnpl,0
84.9,1.624,17638.57,3182.7,0.18,0,0,-5000.0,bnpl,0
62.6,1.857,8000.0,2311.85,0.289,0,1,22281.23,micro_credit,0
81.1,1.245,8000.0,7091.42,0.886,0,0,13989.64,grant,0
59.3,1.688,8000.0,7545.69,0.943,0,0,-5000.0,bnpl,0
68.6,1.399,14172.09,4347.54,0.307,0,0,12818.85,bnpl,0
89.0,2.07,8000.0,14450.04,1.806,0,0,-5000.0,micro_credit,0
15.2,1.787,9872.4,23113.73,2.341,0,0,-5000.0,micro_credit,1
88.0,2.073,11954.55,14074.5,1.177,0,0,12154.01,micro_credit,0
35.7,1.93,8000.0,15954.01,1.994,0,0,-5000.0,cash,1
45.5,1.952,8465.16,26884.4,3.176,0,0,10591.85,cash,0
29.0,1.8,8000.0,17752.45,2.219,0,0,12453.8,grant,1
36.4,1.596,26590.26,15853.45,0.596,0,0,10964.68,bnpl,0
101.9,1.609,10875.75,6631.63,0.61,1,0,16209.26,bnpl,0
100.9,1.316,18788.93,11493.78,0.612,0,0,-3979.85,cash,0
99.9,1.47,13929.74,10296.23,0.739,0,0,10923.13,grant,0
87.3,1.631,8000.0,6524.48,0.816,1,0,28729.38,micro_credit,0
71.7,1.403,8000.0,6675.14,0.834,0,1,-5000.0,micro_credit,0
72.5,1.382,8000.0,11643.83,1.455,0,0,18551.47,bnpl,0
127.3,1.127,16675.93,20644.53,1.238,1,0,-2023.67,cash,1
80.1,1.422,10759.67,27723.12,2.577,0,0,22900.91,bnpl,0
87.7,1.43,8000.0,10778.86,1.347,0,0,33718.95,micro_credit,0
36.8,1.255,10475.77,7033.5,0.671,0,0,-2265.42,cash,0
64.4,1.168,8000.0,17798.78,2.225,0,0,-5000.0,cash,0
35.1,1.374,13758.06,10847.53,0.788,1,0,3637.54,micro_credit,0
76.1,1.061,12364.91,14926.44,1.207,0,0,4632.45,bnpl,0
100.1,1.234,16441.42,13160.45,0.8,0,0,5942.05,micro_credit,0
74.5,1.52,17139.26,6686.37,0.39,0,1,-1725.35,micro_credit,0
100.9,1.383,14842.35,30782.14,2.074,0,0,4767.69,micro_credit,0
92.0,1.227,13899.8,13489.72,0.97,1,1,20514.69,bnpl,0
58.9,1.085,12412.55,3885.97,0.313,0,0,6287.69,grant,0
98.5,1.604,23783.66,21243.58,0.893,0,0,229.83,bnpl,0
75.7,1.537,8000.0,7206.8,0.901,0,0,1906.3,micro_credit,0
24.1,1.563,8847.74,4817.01,0.544,0,0,19275.83,bnpl,0
92.9,1.614,8554.13,16735.6,1.956,0,0,24243.97,cash,0
82.7,1.319,11208.98,23330.44,2.081,0,0,1260.68,micro_credit,0
127.4,1.403,10042.52,8350.97,0.832,1,0,16018.88,bnpl,0
31.4,1.397,8000.0,13022.53,1.628,0,0,29900.05,cash,1
91.2,0.886,24808.25,14219.99,0.573,0,0,-1976.98,grant,0
78.9,1.599,8000.0,13478.54,1.685,1,0,1065.5,micro_credit,0
64.9,1.358,8000.0,13097.94,1.637,0,1,22535.39,bnpl,0
87.9,1.78,11452.38,9018.21,0.787,0,0,27113.95,grant,0
41.1,1.298,8000.0,21895.38,2.737,1,1,28970.19,cash,1
87.2,1.85,8000.0,14643.14,1.83,0,0,9746.86,bnpl,0
96.2,1.518,8322.98,16276.86,1.956,0,1,27771.05,bnpl,0
58.3,1.533,8000.0,3059.68,0.382,0,0,15608.27,bnpl,0
90.2,1.623,8000.0,9966.98,1.246,0,0,-5000.0,micro_credit,0
109.2,1.246,17412.29,20337.63,1.168,1,0,-4210.63,grant,1
46.7,1.648,8000.0,12789.33,1.599,0,0,3309.1,micro_credit,0
30.5,0.925,10960.0,8876.33,0.81,0,0,2044.38,bnpl,0
92.4,1.879,8754.78,10023.33,1.145,0,0,21002.57,bnpl,0
41.1,1.612,12687.2,17573.14,1.385,1,0,-5000.0,bnpl,1
56.0,1.304,10352.15,15747.07,1.521,1,0,38940.79,micro_credit,0
62.6,1.411,16603.23,14230.14,0.857,0,0,34817.73,micro_credit,0
82.2,1.226,8000.0,5149.57,0.644,0,0,23916.93,micro_credit,0
104.7,2.068,14463.7,22915.33,1.584,0,0,1559.71,cash,0
46.1,1.788,11943.67,12824.27,1.074,1,1,18972.69,bnpl,0
83.1,1.909,17725.22,16306.53,0.92,1,1,27224.45,cash,0
87.9,1.421,13911.26,5614.05,0.404,0,0,30970.05,cash,0
45.1,1.63,8000.0,16388.97,2.049,0,0,11389.35,grant,0
35.1,1.668,8000.0,19626.4,2.453,0,0,12023.86,bnpl,1
84.9,1.282,8000.0,9393.27,1.174,0,0,27420.64,cash,0
116.9,1.325,16067.95,3665.34,0.228,0,1,-5000.0,cash,0
51.0,1.171,8000.0,15171.13,1.896,1,0,8146.78,cash,0
84.5,1.743,11153.71,17357.32,1.556,0,0,10748.42,grant,0
45.3,1.846,8000.0,7225.86,0.903,0,0,8797.48,micro_credit,0
52.2,1.433,11554.43,14641.1,1.267,0,0,-4160.94,micro_credit,0
62.8,1.851,12374.34,37846.2,3.058,0,0,33242.31,cash,0
103.6,1.161,13957.01,11740.4,0.841,0,1,2082.33,bnpl,0
79.2,1.815,12399.04,7456.49,0.601,0,0,25364.26,grant,0
59.1,1.611,8634.25,10717.4,1.241,0,0,25792.37,grant,0
49.0,2.095,8000.0,8701.78,1.088,0,0,18663.81,bnpl,0
89.6,1.522,9644.8,15150.71,1.571,0,0,7840.75,micro_credit,0
109.8,1.785,14658.43,7105.42,0.485,0,0,10571.01,cash,0
67.5,1.268,11638.5,8993.84,0.773,1,0,23797.27,grant,0
48.2,2.031,8000.0,13638.01,1.705,0,0,26253.47,micro_credit,0
60.7,1.789,8000.0,26867.29,3.358,1,0,12254.69,cash,0
60.1,1.466,14242.9,8765.24,0.615,0,0,-1488.44,micro_credit,0
69.5,1.22,22454.46,8852.75,0.394,0,0,26969.1,bnpl,0
80.2,1.274,9870.64,18605.3,1.885,0,0,8611.3,cash,0
104.8,1.836,14965.63,9388.01,0.627,1,0,-5000.0,micro_credit,0
59.7,1.605,12652.42,3661.53,0.289,0,0,11853.96,grant,0
79.0,1.472,17695.63,15244.58,0.861,0,0,35583.45,bnpl,0
69.6,1.812,20656.39,24870.34,1.204,0,0,-5000.0,cash,0
68.7,1.453,12334.61,17632.42,1.43,0,0,-3100.07,bnpl,0
76.7,0.984,18937.04,9119.72,0.482,1,0,13005.55,bnpl,0
67.3,1.871,8000.0,11978.45,1.497,0,0,10095.26,cash,0
63.7,2.033,8000.0,18480.8,2.31,0,0,18412.55,cash,0
106.5,1.363,8000.0,22089.08,2.761,1,0,19655.78,micro_credit,0
36.4,1.399,11776.63,19163.65,1.627,0,0,-226.15,micro_credit,1
15.0,1.697,8000.0,3985.68,0.498,0,0,-5000.0,micro_credit,0
95.3,1.586,8941.46,25950.95,2.902,0,0,23471.84,cash,0
115.4,1.16,9744.44,4968.17,0.51,0,0,7871.12,bnpl,0
68.8,1.725,10102.15,17032.42,1.686,0,0,24661.92,bnpl,0
128.9,1.462,8000.0,13840.38,1.73,1,0,-2441.04,micro_credit,0
112.0,1.471,8000.0,9328.0,1.166,1,0,24931.51,bnpl,0
71.1,1.37,20939.83,7548.52,0.36,1,0,12640.19,cash,0
91.3,1.093,12284.79,6766.17,0.551,0,0,26810.09,cash,0
50.9,1.744,16278.9,19414.78,1.193,0,0,16523.7,grant,0
69.2,1.389,19186.57,8227.83,0.429,0,0,-5000.0,cash,0
91.6,1.327,8000.0,5464.44,0.683,0,0,3307.62,cash,0
72.9,1.618,15185.37,16151.91,1.064,1,0,8564.3,grant,0
70.0,1.693,17547.32,12958.05,0.738,1,1,3555.64,bnpl,0
50.2,1.145,13357.34,16612.13,1.244,1,0,22392.54,cash,0
71.8,1.944,8000.0,20443.05,2.555,0,1,11302.63,grant,0
59.8,1.716,11900.51,14710.77,1.236,0,0,13463.01,cash,0
74.1,2.219,16863.65,17989.7,1.067,0,0,14012.38,cash,0
100.2,1.695,10014.53,10229.59,1.021,0,0,10543.49,cash,0
15.0,1.609,8000.0,29026.62,3.628,0,0,12348.19,micro_credit,1
45.3,1.536,8000.0,15683.65,1.96,1,0,17237.05,bnpl,0
98.9,1.329,10049.76,5705.8,0.568,0,0,24626.91,grant,0
88.0,1.689,9904.34,15185.94,1.533,0,0,40878.1,micro_credit,0
67.9,1.589,8000.0,7498.49,0.937,1,1,13760.64,cash,0
102.6,1.478,8900.28,9664.49,1.086,0,1,2374.38,cash,0
82.4,1.131,17613.53,8383.47,0.476,0,1,24994.26,micro_credit,0
43.3,1.737,13391.49,14932.74,1.115,0,1,-5000.0,bnpl,1
81.2,1.219,8833.06,21293.93,2.411,1,0,26340.63,bnpl,1
75.4,1.277,13233.6,12217.93,0.923,0,0,-5000.0,micro_credit,0
94.6,1.543,17002.29,6618.35,0.389,0,0,-5000.0,bnpl,0
82.0,1.632,8000.0,7057.35,0.882,0,0,61593.92,cash,0
67.4,1.755,8000.0,3828.9,0.479,0,0,8935.35,micro_credit,0
68.4,1.438,9399.5,13979.5,1.487,0,0,9297.89,micro_credit,0
43.4,1.686,8000.0,3913.95,0.489,1,0,25305.25,micro_credit,0
87.7,1.534,8000.0,8189.83,1.024,0,0,7270.56,bnpl,0
35.1,1.343,13273.82,26503.13,1.997,0,0,4450.17,bnpl,1
93.9,1.014,13316.42,7768.47,0.583,0,0,17532.22,bnpl,0
68.8,1.92,8000.0,17071.8,2.134,0,1,6968.87,bnpl,0
71.0,1.499,8000.0,11995.0,1.499,0,0,10872.33,grant,0
81.0,1.574,14173.05,20089.04,1.417,0,0,-5000.0,micro_credit,0
96.7,1.218,12894.23,16998.09,1.318,1,1,-5000.0,grant,0
77.3,1.419,8000.0,25411.8,3.176,0,0,233.78,cash,0
54.8,1.571,13473.98,11182.37,0.83,0,0,32994.67,grant,0
88.3,0.94,8000.0,8874.94,1.109,0,0,20628.5,bnpl,0
15.0,2.264,12568.66,13119.86,1.044,0,1,33268.22,grant,1
133.6,1.794,15168.34,12989.28,0.856,0,0,9452.54,cash,0
63.1,1.319,8000.0,5751.37,0.719,0,0,10634.31,cash,0
32.9,1.603,9736.64,13105.86,1.346,1,0,2601.63,grant,1
151.9,1.931,8000.0,13740.15,1.718,1,0,1055.89,micro_credit,0
49.6,1.175,12022.05,8310.22,0.691,1,0,29420.87,bnpl,0
99.8,1.935,8000.0,15700.55,1.963,1,0,23384.18,cash,0
63.1,1.334,20420.29,13699.61,0.671,0,0,23447.42,grant,0
54.4,1.209,8000.0,11291.3,1.411,0,0,-5000.0,cash,0
74.8,1.077,8000.0,17483.3,2.185,0,0,22868.23,cash,0
65.2,1.265,8000.0,9844.84,1.231,1,0,23601.33,cash,0
98.2,1.411,8000.0,14007.02,1.751,0,0,-2823.63,bnpl,0
62.0,1.921,14360.0,13185.67,0.918,1,0,-5000.0,micro_credit,0
80.3,1.848,8357.92,25415.46,3.041,0,0,35269.42,micro_credit,0
116.6,1.635,12891.54,26312.6,2.041,0,0,20053.09,bnpl,0
62.5,1.424,11018.71,5944.32,0.539,0,0,9421.34,cash,0
102.4,0.936,19742.26,22410.97,1.135,0,0,3724.24,grant,1
88.6,1.551,17214.3,20753.62,1.206,0,0,-5000.0,grant,0
89.7,1.492,10273.0,8099.08,0.788,0,1,43466.47,bnpl,0
101.0,1.343,8000.0,9777.9,1.222,0,1,19821.05,bnpl,0
81.0,1.901,14121.64,20604.46,1.459,0,0,17883.4,micro_credit,0
40.3,1.495,15947.23,11750.63,0.737,1,0,21055.63,grant,0
67.0,1.262,9362.76,14328.07,1.53,1,0,197.62,bnpl,0
69.1,1.287,16377.44,10280.96,0.628,0,0,38149.6,grant,0
113.2,1.527,8000.0,3838.19,0.48,0,0,-5000.0,bnpl,0
40.7,1.936,10426.66,14977.17,1.436,1,0,-5000.0,cash,1
45.1,1.798,11260.41,11148.24,0.99,0,0,22167.16,grant,0
115.9,1.488,10210.95,13439.16,1.316,0,0,55057.97,micro_credit,0
22.5,1.741,9398.82,16510.05,1.757,0,0,167.29,bnpl,1
73.8,1.749,40167.34,18852.86,0.469,0,0,-3265.18,micro_credit,0
64.4,1.423,8000.0,10081.43,1.26,0,0,25190.92,micro_credit,0
43.1,1.844,12326.4,8072.12,0.655,0,0,9452.47,micro_credit,0
115.0,1.755,9936.33,10607.05,1.068,0,0,13378.96,micro_credit,0
62.2,0.961,24809.45,13166.47,0.531,0,0,19166.65,micro_credit,0
73.6,1.344,9102.77,5015.72,0.551,1,1,52987.56,grant,0
44.1,1.261,8118.36,24549.37,3.024,0,0,12261.16,cash,1
44.1,1.901,13752.15,16254.73,1.182,1,0,24883.22,cash,1
134.9,2.162,8000.0,29529.26,3.691,1,0,18897.03,cash,0
87.5,1.076,9166.64,7730.64,0.843,0,1,26905.06,bnpl,0
101.8,0.969,9799.48,22404.65,2.286,1,0,8639.78,cash,1
93.2,1.648,11541.99,10412.65,0.902,1,0,-5000.0,bnpl,0
47.0,1.749,9984.17,11201.67,1.122,0,0,4369.98,micro_credit,0
67.4,1.843,8511.22,5781.48,0.679,1,0,25385.73,cash,0
69.9,1.559,20402.45,11952.45,0.586,0,0,17205.31,cash,0
45.5,1.488,13020.58,5138.64,0.395,0,0,15615.21,bnpl,0
77.5,1.562,15783.52,14529.57,0.921,0,1,38605.29,cash,0
50.2,1.588,10280.56,6713.73,0.653,1,0,29213.31,micro_credit,0
133.1,1.545,12422.44,12663.58,1.019,0,0,-844.52,bnpl,0
29.5,1.352,8000.0,30861.23,3.858,0,0,9928.03,bnpl,1
66.4,1.799,8000.0,7928.54,0.991,0,0,13225.3,micro_credit,0
100.7,1.69,11067.26,12619.07,1.14,1,0,19204.25,micro_credit,0
80.0,1.262,10104.49,6697.38,0.663,0,0,13459.49,bnpl,0
63.0,2.261,9721.04,5584.04,0.574,0,0,9584.76,micro_credit,0
88.0,2.019,8000.0,5062.75,0.633,0,0,26703.07,micro_credit,0
40.5,1.428,8813.77,11634.17,1.32,0,0,24404.96,cash,1
57.9,1.473,9833.78,13125.06,1.335,0,1,13760.89,grant,0
85.9,1.786,11809.8,15513.6,1.314,1,0,-5000.0,grant,0
76.3,1.684,13739.41,8260.22,0.601,0,1,137.29,micro_credit,0
60.6,1.7,15760.25,9661.43,0.613,0,0,28343.32,cash,0
78.1,1.515,8999.08,18226.58,2.025,0,1,17860.4,micro_credit,0
131.9,1.311,12495.77,9035.71,0.723,1,0,-3647.17,bnpl,0
74.7,1.588,36797.24,10924.03,0.297,0,0,-5000.0,cash,0
81.8,0.969,9495.94,12195.4,1.284,0,0,26302.81,grant,0
99.3,1.409,9248.57,7931.79,0.858,0,0,-5000.0,bnpl,0
82.7,1.193,8212.54,6992.93,0.851,1,1,21894.3,bnpl,0
120.0,1.186,8000.0,11285.93,1.411,0,0,12282.56,bnpl,0
80.5,1.425,9042.69,14796.27,1.636,1,0,30727.76,bnpl,0
26.1,1.447,10896.69,7296.23,0.67,1,1,43161.05,micro_credit,0
59.1,1.538,12710.83,8732.38,0.687,0,1,-5000.0,grant,0
64.3,1.838,8504.9,7589.05,0.892,0,1,28662.1,bnpl,0
66.7,1.407,10585.66,18470.18,1.745,1,0,54870.84,grant,0
95.7,1.875,8000.0,6875.86,0.859,1,0,13121.96,micro_credit,0
77.7,1.248,9146.42,15057.4,1.646,0,0,18487.08,cash,0
87.6,1.631,8000.0,9112.07,1.139,0,0,-5000.0,grant,0
119.6,1.554,8944.7,7252.96,0.811,0,0,64841.84,grant,0
48.2,1.43,11933.76,16816.52,1.409,0,0,29242.78,micro_credit,0
120.2,1.692,8000.0,10495.27,1.312,1,0,17540.98,cash,0
126.7,1.159,17003.24,13345.75,0.785,1,0,27080.95,grant,0
72.5,1.314,13875.68,17325.54,1.249,0,0,29497.03,bnpl,0
74.7,1.382,8000.0,18970.78,2.371,1,0,19630.01,cash,0
50.9,1.399,8022.12,5347.36,0.667,0,1,-2718.28,cash,0
46.7,1.435,8000.0,4940.13,0.618,1,1,48406.62,bnpl,0
106.3,1.332,11187.92,15208.44,1.359,0,0,33439.55,micro_credit,0
54.5,1.856,8000.0,5798.04,0.725,0,0,25034.46,cash,0
107.3,2.275,8000.0,17754.7,2.219,0,0,4623.58,micro_credit,0
94.6,1.138,8000.0,7889.35,0.986,0,0,13421.35,grant,0
59.0,1.735,15710.78,16810.65,1.07,0,1,41138.18,grant,0
85.4,1.209,18279.21,8666.01,0.474,0,0,28387.53,bnpl,0
114.3,1.678,8000.0,7295.28,0.912,0,0,35809.4,micro_credit,0
70.8,1.572,13925.42,17729.36,1.273,0,0,17018.4,grant,0
69.8,1.462,14560.31,16390.6,1.126,1,0,7368.6,bnpl,0
102.1,1.514,8000.0,7963.04,0.995,0,0,-5000.0,grant,0
68.2,1.895,8000.0,13408.74,1.676,0,0,179.59,grant,0
68.5,1.127,8962.08,10866.74,1.213,0,0,21725.18,grant,0
80.6,1.214,16121.18,13570.68,0.842,0,0,15571.08,cash,0
74.8,1.405,10916.29,15702.48,1.438,0,0,-5000.0,bnpl,0
61.5,1.479,11106.4,23302.62,2.098,1,0,-1891.33,grant,0
62.6,1.406,8000.0,9987.08,1.248,0,0,25874.44,cash,0
48.7,1.67,8000.0,8877.4,1.11,1,0,6069.19,grant,0
116.9,1.473,8000.0,4026.33,0.503,1,1,12612.53,bnpl,0
90.3,1.655,10672.3,22908.03,2.146,1,0,2287.36,cash,0
97.4,1.093,8000.0,4474.4,0.559,0,0,7052.78,grant,0
73.8,1.582,10176.61,7257.9,0.713,0,0,8575.66,grant,0
37.6,1.932,8633.18,9238.3,1.07,0,0,40600.93,bnpl,1
43.9,1.235,8000.0,11645.45,1.456,1,0,19769.37,grant,1
93.5,2.27,8000.0,16895.53,2.112,0,0,1971.65,cash,0
60.3,1.376,8000.0,30530.72,3.816,0,1,27161.35,cash,0
75.6,1.928,8000.0,5814.51,0.727,1,0,-5000.0,cash,0
57.5,1.595,10366.0,13123.21,1.266,1,0,-5000.0,cash,0
95.1,1.617,13764.86,4268.34,0.31,0,0,17606.84,micro_credit,0
45.3,1.439,12587.56,12709.45,1.01,1,1,-3327.72,bnpl,0
75.2,1.121,16607.68,10797.76,0.65,0,1,32133.9,cash,0
61.8,1.403,8000.0,19572.79,2.447,0,0,-769.76,micro_credit,0
91.1,1.443,8000.0,8833.68,1.104,1,0,-5000.0,grant,0
75.8,1.217,15013.26,11497.77,0.766,0,0,8803.27,grant,0
91.4,1.82,9808.02,7909.66,0.806,0,0,-5000.0,grant,0
57.8,1.377,10385.6,9998.29,0.963,1,0,24382.79,cash,0
59.7,1.534,16861.6,14588.72,0.865,0,0,10919.32,cash,0
60.0,1.373,8000.0,8977.23,1.122,0,0,25601.99,cash,0
69.5,1.172,21931.43,14414.37,0.657,0,0,-5000.0,micro_credit,0
64.0,1.581,21312.87,6571.77,0.308,0,0,29568.73,grant,0
110.0,1.374,8735.22,6836.49,0.783,0,0,8337.7,cash,0
74.1,1.735,16164.66,8010.81,0.496,0,1,-5000.0,cash,0
74.5,1.632,11072.7,10100.39,0.912,0,0,14245.54,cash,0
112.9,1.657,8366.44,9181.0,1.097,0,0,8942.66,bnpl,0
115.9,1.499,9809.36,9271.75,0.945,0,0,31781.7,bnpl,0
124.0,1.676,10272.73,12335.43,1.201,0,0,-5000.0,grant,0
93.6,1.588,12001.1,8173.85,0.681,1,0,5079.78,bnpl,0
64.7,1.836,8346.17,38004.63,4.554,1,0,19755.52,grant,0
43.1,1.514,8000.0,3615.88,0.452,0,0,40790.48,bnpl,0
92.6,1.699,10661.9,5652.71,0.53,0,0,3294.89,grant,0
96.0,1.256,8000.0,10668.94,1.334,0,0,9448.36,micro_credit,0
78.4,1.754,13186.15,13937.29,1.057,0,0,33519.56,bnpl,0
37.0,1.691,13120.65,6113.41,0.466,0,1,-5000.0,micro_credit,0
56.4,1.365,13891.59,8621.41,0.621,0,0,-3414.27,micro_credit,0
59.7,1.863,9955.39,10953.47,1.1,0,0,10019.9,grant,0
107.3,1.34,17889.67,13572.12,0.759,0,1,9112.45,micro_credit,0
137.5,1.254,8440.88,6137.44,0.727,0,1,29144.32,micro_credit,0
117.2,2.018,17167.56,10843.37,0.632,0,1,5425.66,micro_credit,0
33.2,2.12,12222.58,9222.71,0.755,0,1,35905.02,micro_credit,0
50.7,1.664,9157.39,17176.07,1.876,1,0,10855.68,bnpl,0
